"Uniprot_ID","pVal.WT","pVal.CKO","Baseline.WT","Baseline.CKO"
"A2AJT5",0.549768879023252,0.802758888983259,61913.7890599429,65157.4154390702
"A2AKH4",0.147351594898488,0.000138152524116479,361075.89311943,296408.827377646
"A2AL50",0.798834307740766,0.0851275248411407,233453.763704324,344724.152288898
"A2AL85",0.0177483242007205,0.00136345455487652,941109.895461742,1518973.70363519
"A2ALA4",0.69778069646648,0.0468919996693057,67223.7316646687,77921.6854171269
"A2ALF2",0.872972534154213,0.328735960011155,481348.224424941,412657.841423892
"A2ALW5",0.00711757580594961,0.130413880490534,72820.1865970668,54244.2292219783
"A2AM95",0.109353697035008,0.0081807273292591,263091.488573381,302506.316548735
"A2AMH5",0.326469480438847,0.884466623994085,292454.635212305,139691.524272981
"A2AMU9",0.848609126703544,0.739936827891802,115223.271965104,141110.282935465
"A2AMY5",0.802930483956004,0.263796865975234,252789.41221933,214862.149375853
"A2AMZ4",0.87531997032413,0.736948277069309,19225.5322917916,24043.8321768131
"A2AN08-3",0.870158407393465,0.00442871383481309,1501454.28234968,1392862.19282973
"A2ANY6",0.285276435875366,0.903790446170931,69209.3310143692,68388.7671840389
"A2AP32",0.878021002456378,0.00303040450221773,84605.9089331672,93144.577823884
"A2AP88",0.927931901668746,0.900369592688502,52799.7099951138,58938.6363678915
"A2APF7",0.186895752802164,0.912953494560876,35216.9259595631,65014.9629272548
